URL,Label
greenstrikes.pt/tpd6o,bad
methninja.tk/private/hawkraw.exe,bad
gift2belgaum.com/8fh34f3,bad
awesometime4you.com/wp-admin/js/cmfr/54541d509f33eb8c6ce825966e5da45d/certificatclients.php,bad
fadownredbi.ru/sl/gate.php,bad
cache.nebula.phx3.secureserver.net/obj/RjQ2RENDRjA2MEI5OTM3RkJCNzY6ZDEzYTg0YmRmOGQzZTc5OTBhZjgxNDllMjNmMTgzZmI6Ojo6/,bad
dinas.tomsk.ru/firebug/?www.paypal.com/uk/cgi-bin,bad
lookbookinghotels.ws/a9sgrrak,bad
89.108.83.45/apache_handler.php,bad
xomesrlqcxo.pw/information.cgi,bad
saequity.com/wp-includes/SimplePie/XML/~/DHL/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;;userid=abuse@yahoo.com.com,bad
chat-real-webcam1.blogspot.com/,bad
www.peypal.com-cgi-bin-webscr-cmd.login-run.457822s151515c85184954s9541home.country-lang.x-true44w8.digitalphotographycourseslondon.co.uk/5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d34b4bf5056870803/9efd0339d09803237ab57a01560cbc44/,bad
eenaquhlgmgidkh.pl/php/upload.php,bad
theweekendtraveller.com//wp-content/xmlrpc.php,bad
www.jesusdenazaret.com.ve/34gf5y/r34f3345g.exe,bad
elenamitchellsggs.com/aol/index.htm,bad
alu-mix.com/en/components/com_users/shile/posh.htm,bad
faan.31tigersqn.be/step/admin.php,bad
beaniary.expert/0B8cdyi0vu75abTY0cXlsUmVEdTA/momo/,bad
46.148.26.77/php/upload.php,bad
update-informations019.creativeplaythings.com.au/?/cgi-bin/webscr?cmd=_login-submit&amp;dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,bad
paypal.com-us-cgi-bin.web.iscr.cmd-homeiielocale.xx13-en-us.vaidicastro.com/paypal/14bde27b2a39a0adeef0ca982aaa6ac3/,bad
142.0.137.67:805/index.php,bad
185.65.244.28/getinfo/data.php,bad
daenenhetrecentorumque.o2chair.com/u8q4ok1hh5.php\nnewsok.com/,bad
app-facebook2017.com/apps/,bad
secured-worldremitexpress.net/documents/File0007195004_pdf.js,bad
rcmbt.org/cache/vbv/f96c619923849d451d760da4a3877f2f/,bad
dornmold.ga/UhpHGk1VRQxBCEtWS1dLAlgRWQ9YClNNUANLUxlVBUwFXxlSD1VLVwNQA1MFUwRaAB5RCgY,bad
hqprocess.com/wp-includes/certificates/id858-332435867479786/p1/login.php?cmd=login_submit&amp;id=9086e26a5fd7a3591cd696bf565b685f9086e26a5fd7a3591cd696bf565b685f&amp;session=9086e26a5fd7a3591cd696bf565b685f9086e26a5fd7a3591cd696bf565b685f,bad
scientific.otzo.com/rss.php,bad
cndoubleegret.com/admin/secure/cmd-login=68db6b963702a368c839f9c95c05b69c/,bad
paypal.com.us.login.cgi-bin.reloge.webscr.objectjs.sys.conf13583585d80a13c0ddjvxhu8keajc5885885d80a13c0db1f9of8590.chek.update.laililau.com/wp-countuned.php,bad
mastercollects.ml/doc2016/index.php,bad
virtualdjexpresstenv.com/hayk/Ozonewipe/db2/,bad
tokomuklasin.co.id/cmo/dropbox/accessvalidate/es,bad
dotcom-enterprises.com/jxubcmd.php,bad
www.paypal.ca.6146.secure2z.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=d2c79488a85a3a6fa911ebe4e5f37850,bad
annakraktour.pl/World/gucci2014/gdocs/processing.html?ip=184.173.227.138,bad
inspire-consultants.com.my/487ygfh,bad
www.e4plaza.com.tw/admin/images/Gmail/update.php,bad
hitman9424.ddns.net/,bad
hlllps.view.online.reader.google.drive.com.koopdesignworks.com/investora/aceesss/showdocu/access/pages/review/7469123102a1eee37aa800bc36a411f1/,bad
tsnwires.co.th/templates/kongoon/library,bad
www739.paypal.ca.44116.securessl-810.mx/js/web.apps/ca/m.pp/?cmnd=_lg&nav=_6B5481024DE5D6029DCF,bad
k2mechanism.com//js/www/Secure.paypal/login.php,bad
www.elizabethvuong.com/wp/wp-content/mara/home.html,bad
www.property-group.com/phpMyBackupPro/export/it/loginaccount/titolari/loginpaypal/unlock/sicurezza/ppitalia/,bad
yyrent.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;zejdnoossl=0&amp;dest,bad
www.limeiralogistica.com.br/ww/remax/com/remax.html,bad
ms.updatesystem-win.com/,bad
69.144.171.44/se77.avi,bad
paypal.account-update.org/max/cgi-bin/index.php,bad
dr.sloaneandhyde.com/Gdrive/gdrive.php,bad
mowa.be/images/stories/indexfiles/login/en/index.html,bad
chat-fun-webcam.blogspot.com/,bad
lordwire.hostei.com/index.php,bad
villabello.dk/wp-content/plugins/woocommerce/templates/notices/dwxs.htm,bad
twitter.com/wAzADUA,bad
mizosiri3.web.fc2.com/09yhbvt4,bad
185.163.127.231/bins/mirai.sh4,bad
twitter.com/gNF1rrwfC5,bad
salemmr.me/faran/,bad
lovely-cards.de/wp-admin/user/e4.php,bad
amadistrit.com/1bnao0hm,bad
bappeda.palangkaraya.go.id/hgf65g,bad
sulacunle.com/system/logs/pm.dll,bad
90.3.1.14:6892,bad
jokehkingshf.tk/ponies/admin.php,bad
pastebin.com/raw/5J4hc8gT,bad
sccxtx.com/gdywsb9,bad
animals.mizemlyaki.ru/templates/https/www.itau.com.br,bad
paypal-sicherheitszentrale.de/47359/index.php,bad
purebanquet.com/y5k3o,bad
birthdaymarch.servemp3.com/,bad
fesco.cl/wp-content/plugins/cleaner-gallery/index.html,bad
rtproductionsusa.com/wp-includes/images/smilies/icon_gif.php,bad
accounts.google-mail.com.ru/,bad
walkerandhall.co.uk/vdG76VUY76rjnu,bad
'huaphone.net/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad
aquatixbottle.com/MCskGX,bad
aeep.com.au/SGD/processing.html,bad
secure.square-enix.com.oauth-oa-login-ozsv.usa.cc/account/app/svc/login.html,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpYS0iBWSzjvioFuN1PcHfWel9dYvMmIvXp7P9WE6XwwKvnmx94pru_98zHA6Yvmg-PqtAOaVlTBCTjAl1kMeSlhPDdHcoCdI5wCUJNEZtMxZW2SuGvqaBLnH0RmS6rWsHj1kaBL_zNYTgC6Jp91bijY6rXRRa90Ti5ms6V3sv4b6DYbr_Lo_yH9iOtHtt7XK6iR0TZNgh6bZu3TtR1dPfrSd3hMg\%3D\%3D&amp;attredirects=0',bad
engyne.com/ex/login.html,bad
tapasplus.co.uk/wp-includes/Text/Diff/Engine/ADOBE%20NEW/,bad
sky-express.ru/sekt5,bad
directxex.com/uploads/1251104917.p9g.exe,bad
better-live.ch/~kaiser/includes/.dd/c7c32112d329a06bb66b25bc9bdf9380/,bad
login-facebook-h.mobile-facebook-com.com/,bad
69.144.171.44/limto1.tar,bad
rboby06.perso.sfr.fr/,bad
globalcardvantagens.com.br/site/Ed/,bad
oclddcafaecdlbaf.com /,bad
johnchowdhury.com/wp-includes/js/jcrop/sc/newp/ii.php,bad
krotzon.biz/aWJlbi1zY2hpa290YW56QHQtb25saW5lLmRl/DEsdR/cgi6qburzx9pvf5hmd,bad
www.westexia.com/2euhq8zh,bad
ruler.shogun.ca/wp-content/languages/Evalute12/service/Path=s6th3yng8rIt549NcwR352Z/,bad
redecamponesa.com.br/bovofik,bad
greendigital.pl/wp-includes/sliponmo/gdoc/index.html,bad
naught.org/pictures/newepic2016/hov/fee8193c9319b8be946ea456d7edd8c9/al.php,bad
astuin.org/uygfsdf/aos/aos/aos/index.htm,bad
vesivrill-paralelna1.winafordfocus.com/qdlpx02col.php\nwww.pferdefit.de/ergnzungsfuttermittel-c-75_84.html,bad
werunitacct.x11s.org/index.html,bad
anarchyvapor.com/wp-content/plugins/doc/38fa3a69cac6002e19154dee6fa1a6b1,bad
muyhdoktwbjnewayx.click/information.cgi,bad
www.wastleventuresinc.com/,bad
azulhabana.com/afghjgrd/aol.htm,bad
seatrip888.eu/gate.php,bad
cloudburstercdn.net/,bad
band.novahue.org/upCopy/,bad
jdexcorp.com/las/,bad
www.nastaleeq.org/account-help-online/online-support/SERVer/LanguAge=ENG/927117c403f4977/login-submit&dispatch=58b1fb/update/index.php,bad
lquuqkf.org/information.cgi,bad
villabello.dk/wp-content/plugins/woocommerce/templates/jghhjghj.html,bad
depic.cba.pl/nJHbj0266b,bad
skrill-ssologin-skr14.skroc.pl/,bad
plookseri.net/9jyg2s70,bad
gandalfoli.com/nbv364,bad
www.rickrecht.com/_email/account184/security/,bad
aaexpert.ro/images/photo/fbid_5506530816238202&amp;set_a.113342381.12859.100001405459819&amp;type_1&amp;theater/,bad
florentin.org.il/wp-content/themes/art-ix/scripts/admin/uploadify/.cofo/ss/ss/aa/pp/paypal_priv8_us_2012/pp/details.php,bad
mphtadhci5mrdlju.onion.to/,bad
ecolinks.com.sg/Secured/file/,bad
test-iasusa.pantheonsite.io/user/validate/26603/1457822938/W6hFfn0AHougKiR4vfyJ7Uul_R8Em8Wmi3vd5I3iJas,bad
dentairemalin.com/images/report934875438jdfg8i45jg_07242014.exe,bad
topbodas.com/wp-content/themes/topbodas/security-paypal/security/pp/login.htm,bad
capstickslaws.com/123/,bad
plasticbusinesscards.com/cloner/alibaba21012015/alibaba21012015/3119b0f0af1e94f09b9e1be120005212/,bad
daily.enewsbank.net/wmpsrx64,bad
plen-market.ru/ajax/inst1.exe,bad
www.vunga.co.za/new_site/careers.php,bad
'djdj4.com/Js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',bad
hudsonvalleygraphicsvip.com/Template/dropbox/proposal/,bad
creallinno.pl/getmass/cache07eb33ff75da3c6efa4f7d786f1c098d/tracking.php?l,bad
ladcmbafanmcbecd.website /,bad
1zwfqo12ix.zexutyjocujqazs.info/favicon.ico\n,bad
klepper.de/language/overrides/App/fa0e4/dir/log.php?cmd=_account-details&amp;session=2bb5a967d5b8c137ffd15bf9f8579253&amp;dispatch=05610ff3b4ef51ed2d6161ed335781725bc2df2c,bad
bit.ly/XjBWmY,bad
leshrestaurant.com/gallery/weIIs/fitshed/Fargo$$/VerFied/processed/a6b98838805c9ebc0339ac5f70ab9f76/,bad
centerminasph.com.br/oo/hbb/hbb/hbb/yinput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@yahoo.con.cn,bad
sextase.ru/system/logs/finance/NewUser/Login/sign-in/,bad
realblog.com.pl/wp-content/haod/?uuid=O88f574069c65ad1af81df39fc085ca9c,bad
samspizzapasta.com/t76f3g,bad
buddwriter.org/board/db/,bad
www.tommasobovone.com/4GBrdf6,bad
'login.paypal.com.ummiecollections.com/Nouveau\%20dossier/webscr.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8',bad
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=melkqzcus.battle.net/d3/en/index&amp;app=com-d3,bad
bYuJyyHQqvAF0tt.edu/Rnv7VG1sv%7EGuFK6%26lSEZ/HP8Ii5$3%24%2B%2DWP4f/WWO,bad
kaiwan.gwchost.com/login.html,bad
surubiproducciones.com/wp/wp-admin/js/pdf/art/new,bad
ivc.jiscs.com/logo/logovv.gif,bad
iitee.net/includes/y/46b4eH.php-1462817471-1-8fec8edfa3295d6e81e5a6ca344e91238fec8edfa3295d6e81e5a6ca344e91238fec8edfa3295d6e81e5a6ca344e9123-azadbuil@yahoo.com.com.php,bad
woodenhouse.com.pk/wp-content/themes/twentyeleven/de/de/login.php/?cmd=_login-run&dispatchx85d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e02b1a3be4960b7100f95acc4de9ed37e02b1a3be4960b7100f95acc4de9ed37e,bad
www.newsuntold.dk/coupons,bad
teknidataconsultores.com/vy05sk,bad
ingstroymash.ru/cwiivhxu,bad
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coS95u1s_kgfrEa2sPFarYteYZBcm0ZWXjTRD5LgwAky5l_4ZRQ-rVV2YQxTXUV-IzspvrK2RBykA8QDOoDApPq304QZZE1iNqpt3lxFWupxZ8y5iqDAEh2jqFvmzUOu9PzmatJ9tn5d1pJm187Rf2aYj7UPN6TpHJdZMDsZXZXp5_sqr7edfuU7A_gsjF2i-qNRFETzTI54J9pYOxvefKuLADvTg==&amp;attredirects=1,bad
'www.hlamc.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;amp;app=com-d3',bad
58.80.109.59/plugins/search.php,bad
jfmiondv.xyz/data/info.php,bad
pkgeneralcontracting.com/87nft3,bad
www.personalshoppingservice.it/pa51ijl,bad
tunisiashop.ru/skin/install/,bad
semeandosobrerodas.org/wp-css/update.htm,bad
lazikakhaoko.com/Jwdk90xAS2H/w9Pzm17uHpAaBho.php,bad
www.comib.org.br/cielo2012,bad
ppt.cc/Mm5bK,bad
91.239.24.8:6892,bad
casamentoatualizado.com/,bad
comayseafood.com/FCKeditor/editor/images/extend.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;login&amp;loginID&amp;.rand=13InboxLight.aspx?n=1774256418,bad
secnetcontrol.com/,bad
app-facabook.com/appshot/,bad
gweedbizen.com/5gf334f,bad
peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/095779ac736bd012ed5efcc378f3c8ce/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365f3eba89dfb1e3093ff9db3a9f5c9269af3eba89dfb1e3093ff9db3a9f5c9269a,bad
vwdcqinc.org.au/mbuwa/ali/index.php,bad
appleappdeveloper.com/746t3fg3,bad
gfgfgfhdfh.3owl.com/ychoolgn12verifi2012c.php,bad
webdav1.storegate.com/uwiq175/home/uwiq175,bad
www.qinxin.cn/images/index.htm?ref=htqhusbus.battle.net/d3/en/index,bad
whvoe.ajlmxkjsvxsof.gq:10225/2004/11/02/soften/bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful.html,bad
putidwipe.com/6u7fvm,bad
222.186.31.28:9693/3278,bad
209.193.86.223/topic77.png,bad
allinhosting.co.uk/fonts/email/,bad
www.northbelconnenbaptist.org.au/rp/indir.php,bad
bloomgifts4u.com/system/logs/k1.exe,bad
www.paypal.co.uk.1913.secure6m.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=2d08d0328c439bf42b13eec4603e3e22,bad
villadiana.lv/jhg45s,bad
bighixrecords.com/libraries/pattemplate/patTemplate/TemplateCache/Ser-ici/visa_fur_handler.aspx=35439767111/index.htm,bad
enchantingeventdesigns.com/wp-includes/pomo/admin-server/update2.php,bad
parsimaj.com/60wEBT.php,bad
95.85.29.208/data/info.php,bad
snowdogs.co.za/wp-admin/includes/k/bill.html,bad
zlotysalmo.net/9v50aob,bad
battlegroup-xtra.eu/language/en-GB/noeplyemailyahoo.com,bad
www.redimec.com/qsr3hnqk,bad
urbanpro.cl/achivement/doc/Googledoc,bad
royalphotographers.com/test/,bad
beamit.be/43ftybb8,bad
mesautos.net/Arch/Arch/Archive,bad
respecttheillusion.com/,bad
galertupdate.com/91783d5e3f199ea772ac02c44106e4d5/Verify2.htm,bad
annakraktour.pl/World/gucci2014/gdocs/processing.html,bad
domaingetfree.tk/,bad
ebfdeddkoanakkoa.com /,bad
bussiness.10017.kingdream.kz/login-error.php?login=ec1c740eac398945fbc70a3f6c4bc00f,bad
www.swpx88102888.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
guneynakliyat.net/67j5hg,bad
counsellingcaboodle.co.nz/http:/www.itau.com.br/atualizar.php,bad
sbcco108wcol108maillimcom.3owl.com/,bad
218.54.139.20/example/McAltLib.dll,bad
two.hgvjhvjhvjh.biz/5ojb83x52a\nwww.lavoro24.it/messaggio.php?titolo=Attenzione%21&testo=I+tuoi+dati+d%27accesso+sono+corretti%2C+ma+il+tuo+account+non+%26egrave%3B+attivo.+Ti+verr%26agrave%3B+inviata+una+mail+al+tuo+indirizzo+di+posta+elettronica+con+la+procedura+di+attivazione.%3Cbr+%2F%3E+Se+non+dovessi+riceverla+verifica+che+l%27indirizzo+inserito+sia+corretto%2C+o+che+l%27email+non+sia+stata+recapitata+nella+cartella+posta+indesiderata.&redirect=login.php&rtime=20&grazie=&popup=,bad
hamersleynetball.com.au/pbowsbhd,bad
xboxlivecodegenerator.info/facebook/keybase/post.php,bad
seaboy.net/rss/feed/stream,bad
miluashikguer.ru/ldr/,bad
mehanistran.com/ldl01/viewtopic.php,bad
madiv.ru/pbzgphhj,bad
equiptel.com/images/db2/,bad
'check.priwil.com/check\%20your\%20paypal/',bad
megapowercash.com/874ghv3,bad
m4gq9m.bimowamokykpps.info/xgu1fupnxl\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=82af19bc7272e9c6dae5587f43503c85,bad
agent100.ru/wp-content/languages/document/index.htm,bad
surubiproducciones.com/wp/wp-admin/images/jpg/document/index.htm,bad
royalcrowncollege-my.sharepoint.com/personal/info_royalcrowncollege_com/_layouts/15/guestaccess.aspx?guestaccesstoken=Kv2gnqFwPSDFJodF60EjkasXkFxp3HjtpsF%2fv67Eb%2bA%3d&docid=023db138acedc41fb867851850c3a3af9&rev=1,bad
brehautfinancial.com/eBayISAPI.php?signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&ru=file:///C:/,bad
promoototemhabbobr.rel7.com/,bad
09m8jcaktu.luzetogodppw.net/vhkx1aqyad\nvellejaresearch.com/b/728x90.jpg?ref=coolin,bad
range2014.co.in/bilieve/severphp/cp.php?letter=login,bad
slimxxxtubeftb.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
safeadspace.com/,bad
www.stairwaytoheavenyoga.com/8347837843/,bad
androidosupdate6-0.com/,bad
www.hoodiasales.com/paypal.com/processing.html,bad
bit.ly/885THGHTYdfgDFF,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=c00e5c1c55a760650ade9429977bc731c00e5c1c55a760650ade9429977bc731,bad
asenergy.in/file1/document-word-space-drive/filewords/,bad
postnllevering.su/gf-track.jar,bad
www.dorotakatende.com/images/stories/food/bofaaa/go.phpsection=72703&amp;reason=&amp;portal=&amp;dltoken=aca1954e8162992e68e5befb5750a62e/,bad
www.lefaos.50webs.com/nJHbj0266b?EYywKnoMCqD=YlCTTo,bad
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dd049a0174d7b2337c94a2120c.speedrider.org/,bad
speedsoundstyle.co.za/wp-content/uploads/2012/Trulia/index.htm,bad
islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/5710510a5bd5c757d417330486b63983/Kreditkartel.php?cmd=_Profile-update&dispatch=0ad9418efc722a3bbcc4520cfbdecba00ad9418efc722a3bbcc4520cfbdecba0,bad
vitek.ir/logs/adobe1/adobe/Adobe.htm,bad
cascarita1.no-ip.biz:33100/123456.functions,bad
www.gebrvanorsouw.nl/g76gyui,bad
beyondtechnology.com.au/de/dessing/site/pay/secure/your/personal/info/be/more/safe/whit/us/remember/me/fate/bine/,bad
porminacion.org/images/stories/signin.ebay.co.uk-ws-eBayISAPI.dll32SignInUsingSSL1pUserIdpartnerId2siteid3ruhttp32A2F2Fmy-ebay-co-uk2Fws2FeBayISAPI3dll3FMyEb3ay22hd73d3xuk5j69J82Fe1rdfsa3eba33x.html,bad
dl.downf468.com/n/3.0.26/2105407/AVS_Media_Player.exe=0D=0Ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26/4351718/Vlc_Media_Player.exe=,bad
viralnewsnetizen.com/notification-page/update-payment.html,bad
australiansafetypartners.com.au/beta/mailer.php,bad
www.chdqr.com/2NAB/NAB.html,bad
updat120.clanteam.com/ie8.htm,bad
merrepenarts.com.au/wp-content/themes/twentyten/languages/6511/,bad
best-targeted-traffic.com/inst1.exe,bad
netguard.me/login.php,bad
www.intimacomunhao.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,bad
abctpia-gid.com/WP/,bad
veganvet.net/category/podcasts/,bad
senzai.nobu-naga.net/2jv74,bad
nsj.gov.ua/startus/tiny_mce/plugins/filemanager/files/templates/yahoo/index.html,bad
2933517.com/js/?hxxp:/us.battle.net/login/en/?ref=hxxp:/juievckus.battle.net/d3/en/index&amp;,bad
kiperonline.com/tekken/cp.php?m=login,bad
ericgangbar.com/max,bad
www.phish.yoyo.pl/index.php,bad
paypal.com.cacgi-bin.webscr.cmd.home.country.lang.x.stallingoverloon.nl,bad
tierastyle.co.uk/dmp/panel/admin.php,bad
ayudapymes.cl/fr/PayPal.fr/PayPal/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc20cd2cabbf,bad
screennameaolcom.iamnnower.com/myaccount.aol.comonlineaccounts.upgrade.online.billing.account.update/,bad
islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/af295fc46e0f6453405f3247970121e8/,bad
trade-global.ru/libraries/joomla/gfgr/Gdoc/dropbox/index.html,bad
pakistanstoday.com/,bad
ushi.co.il/language/de_DE/feb2015/357b4b3vn4b3vnd/index.html,bad
31.184.196.78/main.php,bad
dg.gamebuffet.mobi/ah697dt,bad
painterspaintings.com/P_mindelse-koordinaterne-dk/bc199e45aff78836f00a0b34c4bb0f11/,bad
waaynet.com/confidential/file/yinput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=,bad
2.3.115.156:35516/bpNSaY0hk,bad
moroem.com/n79lv,bad
pichincha.assi.co.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp,bad
catherineminnis.com/pdf-png/,bad
futo-onlinemarket.com/~venemaho/s/,bad
friendandcoach.com/wp-includes/images/wlw/doc252634536,bad
theteesbar.com/pkginfo/mobile2016/228a43543cdcfc0e935b7d38a4d0f6cf/dac548b894eb4fb6f91f521b16564719,bad
webdav1.storegate.com/ordu1337/home/ordu1337,bad
rjblawfirm.com/business/index.php,bad
cetis43.mx/Modpro/alibaba/,bad
www.leupolu.com/wp-content/uploads/chase/fcc.php?LOB=53026&amp;reason=&amp;portal=&amp;dltoken=592ce9b0f7f8b86a3dbb0dc947f136f3,bad
help.secure.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d70.holidaylocation.net/Uid=9863528034/7405d69087f214d70c5f30b5863aa7bd/confirme/update/,bad
dhl.co.ke/content/ke/en/express/tracking.shtml?brand=dhl&amp;awb=5510743991,bad
tmclothingsstores.com/gdoc/Googlenewdoc/Fileplus/Googlefile/Docxxxxxxxx/Google_docs_filessss/Google_docs_files/iYmLjfNHGyr.php,bad
www.vistacollege.edu/pca.php,bad
getdatanetukscan.info/sp32_64_3491943367355003623.exe,bad
5n7y4yihirccftc5.onion.to/,bad
mxp2037.com,bad
secure.paypal.com-login.index5cji-bin.2012webscr.cmd.login.run.dispatch.5885d80a13c15560db1f8e26363d3f03d295b4a211648045e01.nycob.net/rex/secure-code9/security/,bad
pastehtml.com/view/bft8b9yy6.html,bad
pockettypewriter.co.uk/765f46vb.exe,bad
secure.runescape.com.d.weblagon.loginforn.com/mod/?/&amp;amp;ssl=0&amp;amp;,bad
krotzons.com/pCntrlde/webscr.php?cmd_=session.start&sdr01=am9iYWJlcm5lckB0LW9ubGluZS5kZQ=Message-ID:,bad
unice.br/alibaba/4/account/www.telstra.com.au/billing/action/payment/onlinepayment/update/login.php,bad
happy.80port.net/bbs/data/__zbSessionTMP/2013gdocs/,bad
lpmxp2065.com,bad
noithatliti.com/main/modules/smile.gif,bad
andas.be/ab/ppbb/webscr.php?cmd=_flow&SESSION=0iyOqWIBX0N3rpBRjb-SrnX8kwSeMZdtAwUxe5vDvI7mxhdC6KjVI9jQcr4&dispatch=5885d80a13c0db1f8e263663d3faee8d9384d85353843a619606282,bad
thamrinnine.com/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/index.php,bad
cognoise.in/paypal/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=8925b0cce42499f01e33db611cf8913e,bad
cdcbbabfaaofdabc.co.uk/,bad
ribnxqyvsj.pl/php/upload.php,bad
schoolspthakarpura.com/components/com_ag_google_analytics2/itordernote.html,bad
paypal.com.cy.cgi.bin.webscr.cmd.login.f14de58cef.welcompak.com/paypal-fr/,bad
tide.org.au/quick/,bad
inpmall.com/letsmall/bdata/update/handelsbanken/update/secure/banking/handelsbanken/Login.htm,bad
secure.runescape.com.d.weblagon.loginforn.com/mod/?/&amp;amp;ssl=0&amp;amp;=www,bad
especialcursos.com/-/itoken/atualizacaoseguranca.itau.com.br/VERSAO2.2/?cli=Cliente/lrH7YcxA2U/55FmmBCmwz.php,bad
lipfest.ru/9y878hi?jjfUSQNW=jjfUSQNW,bad
www.cajetaslugo.com/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,bad
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch.45646453213546786546423123115143546.nilodalag.org/paypal/,bad
go890.com/d/x862.dll,bad
stannscollegehyd.com/g38f3fg,bad
fungii.no-ip.org:999/123456.functions,bad
kosdfnure75.op1gifsd05mllk.com/img/flags/es.png,bad
chroma-si.com.br/GD/index.php,bad
mrbk10mcvpsw.blogspot.com/,bad
arounbiotech.com/includes/tEYm94Q8AD,bad
alphamarketingsg.com/media/system/-/page-1/r/index54645464.html?m=rede,bad
online-verifikation.info/u2/fds-engelhardt@arcor.de/abgleich.php,bad
tienditabodhi.cl/casts/,bad
dimograficox.com/image/catalog/online/login/mail/confirmer.php,bad
destinworldcup.com/_vti_bin/sslgz2.php,bad
www.rybalov.kz/image/i/9523025190/64853648980/,bad
www.impresadeambrosis.it/HJghjb54?fQDMfCSrP=cVSuDUJmCY,bad
okl.hohyzuketexppw.info/dfa5t1duY6GkJYKB46mxQRqPMPylQ_9dJw4GIGgao_kzC_tpTR5OomD1KbI8nMJpIJJc7EWZFpA=\n,bad
176.58.32.109/upd/51/,bad
fyzudcx.hopto.org/wordpress/?ARX8,bad
agelessskin.net/includes/PEAR/Outlook/mail.live.com/login/verification/admin/homezone/default.php,bad
www.heilen-und-entspannen.de/nJHbj0266b,bad
mark-westcott.com/adminpanel/FCKeditor/editor/filemanager/upload/_notes/private/allaccounts/nationwide/Signon_WP1.htm,bad
bcult.org/wp-atom.php,bad
jphotobackup.org/RichardLipman/INVOICE4/docx/,bad
logicbuilding.com/jm0g0zae,bad
91.239.24.212:6892,bad
